,First Name_GAA,Last Name_GAA,Team_GAA,TOI,GAA_GAA,GSAA_GAA,SV%_GAA,TrueSV%_GAA,ExpSV%_GAA,xGSAA_GAA,CA_GAA,FA_GAA,SA_GAA,xGA_GAA,GA_GAA,HighS_GAA,HighG_GAA,HighSV%_GAA,MedS_GAA,MedG_GAA,LowS_GAA,LowG_GAA,AdjSV%_GAA,Dist_GAA,Reb_GAA,Rush_GAA,DS_GAA,PenT_GAA,PenD_GAA,PenDf_GAA,CF_GAA,FF_GAA,SF_GAA,xGF_GAA,GF_GAA,RebF_GAA,RushF_GAA,Supp_GAA,ZS%_GAA,OZS_GAA,DZS_GAA,NZS_GAA,Last Name_injuries,First Name_injuries,Team_injuries,DOB,Birth City,S/P,Cntry,Nat,Ht,Wt,Sh,Dft Yr,Rd,Ovrl,GP,GS,GR,W,L,T,OTL,SA_injuries,SV,GA_injuries,SV%_injuries,GAA_injuries,GSAA_injuries,MIN,SO,G,A,PTS,PIM,PenT_injuries,PenD_injuries,PenDf_injuries,Supp_injuries,QoC,StMin,StSV,StGA,StSV%,StGAA,QS,QS%,RBS,Pull,ReMin,ReSV,ReGA,ReSV%,ReGAA,Dist_injuries,Reb_injuries,Rush_injuries,DS_injuries,HighS_injuries,HighG_injuries,HighSV%_injuries,MedS_injuries,MedG_injuries,LowS_injuries,LowG_injuries,AdjSV%_injuries,EVSA,EVGA,EV SV%,PP SA,PP GA,PP SV%,SH SA,SH GA,SH SV%,AdjSV%.1,CA_injuries,FA_injuries,SA.1,xGA_injuries,GA.1,TrueSV%_injuries,ExpSV%_injuries,xGSAA_injuries,ZS%_injuries,OZS_injuries,DZS_injuries,NZS_injuries,CF_injuries,FF_injuries,SF_injuries,xGF_injuries,GF_injuries,RebF_injuries,RushF_injuries,SOS,SOG,SO SV%,SOW,SOL,NMC,Status,Salary,Cap Hit,Pace,1st,2nd,3rd,Star,GPS,Ginj,Injuries,CHIP
44,Jones,Martin,SJS,3001.43,2.2389327753770703,-9.215682000000001,0.9163554891710232,0.9595667870036101,0.9089843166542195,9.870000000000005,2770,1937,1339,121.87,112,315,57,0.819047619047619,522,11,502,44,0.9206108806590823,32.7,93,166,259,0,1,1,2981,2162,1517,134.5,121,107,145,2.418847016255585,0.5260212646894236,940,847,1092,Jones,Martin,SJS,1990-01-10,North Vancouver,BC,CAN,CAN,76.0,190.0,L,,,,65.0,65.0,0.0,35.0,23.0,0.0,6.0,1725.0,1573.0,152.0,0.9118840579710145,2.3997789677266566,-2.7184999999999775,3800.35,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.843106555975108,0.08590021760000001,3800.35,1573.0,152.0,0.9118840579710145,2.3997789677266566,39.0,0.6,8.0,3.0,0.0,0.0,0.0,0.0,0.0,32.01,120.0,188.0,308.0,441.0,83.0,0.8117913832199546,681.0,55.0,600.0,14.0,0.9155380086307652,1401.0,118.0,0.9157744468236974,276.0,32.0,0.8840579710144928,48.0,2.0,0.9583333333333334,0.9121226957452752,3509.0,2484.0,1722.0,167.92,152.0,0.9566828156169849,0.9024854819976771,15.919999999999987,0.5268373245251858,1276.0,1146.0,1245.0,3734.0,2714.0,1912.0,180.08,175.0,139.0,174.0,9.0,2.0,0.7777777777777778,2.0,1.0,,UFA,3000000.0,3000000.0,114.3526254160801,9.0,1.0,6.0,16.0,9.9,,, 
45,Khudobin,Anton,BOS,687.19,2.5320508156405066,-5.127018,0.9067524115755627,0.9483985765124555,0.920225080385852,-4.190000000000001,562,426,311,24.81,29,78,18,0.7692307692307692,139,3,94,8,0.9106375054457252,38.87,13,25,38,1,0,-1,751,555,364,30.1,24,19,21,2.095490330185247,0.5254988913525499,237,214,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Kinkaid,Keith,NJD,1117.46,2.3625006711649634,0.52196,0.9241379310344827,0.9585687382297552,0.918,3.5600000000000023,1062,794,580,47.56,44,123,22,0.8211382113821138,228,2,229,20,0.9263925265288048,26.0,38,48,86,0,4,4,945,713,545,43.75,37,24,28,1.9866482916614463,0.4497991967871486,336,411,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Korpisalo,Joonas,CBJ,646.87,2.782630203904958,-4.975588000000002,0.9079754601226994,0.952,0.9085276073619631,-0.17999999999999972,625,477,326,29.82,30,68,16,0.7647058823529411,131,5,127,9,0.9077740602979185,28.45,20,32,52,0,1,1,613,466,366,28.55,37,20,26,3.431910584816115,0.4624145785876993,203,236,215,Korpisalo,Joonas,CBJ,1994-04-28,Pori,,FIN,FIN,75.0,190.0,L,2012.0,3.0,62.0,14.0,13.0,1.0,7.0,5.0,0.0,1.0,401.0,363.0,38.0,0.9052369077306733,2.8841896649869123,-3.297460000000001,790.5166666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.6792603993167896,0.08762096970000001,777.5,358.0,38.0,0.9040404040404041,2.932475884244373,6.0,0.46153846153846156,2.0,0.0,13.0166666667,5.0,0.0,1.0,0.0,27.09,26.0,35.0,61.0,94.0,18.0,0.8085106382978724,164.0,14.0,143.0,6.0,0.90593443556962,343.0,32.0,0.9067055393586005,55.0,6.0,0.8909090909090909,3.0,0.0,1.0,0.9065450304797243,776.0,590.0,401.0,39.84,38.0,0.9510309278350515,0.900648379052369,1.8400000000000034,0.4577205882352941,249.0,295.0,250.0,713.0,538.0,428.0,35.3,49.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,,RFA,792500.0,742500.0,113.01469503067139,1.0,1.0,1.0,3.0,2.0,,, 
48,Kuemper,Darcy,MIN,866.41,2.9778049653166514,-6.461288000000003,0.9096638655462185,0.9508571428571428,0.9237394957983194,-6.700000000000003,875,657,476,36.3,43,82,17,0.7926829268292683,224,9,170,17,0.9023901655052264,29.92,29,37,66,2,1,-1,811,626,465,42.28,49,40,47,3.3933126348957194,0.4897959183673469,264,275,347,Kuemper,Darcy,MIN,1990-05-05,Saskatoon,SK,CAN,CAN,77.0,215.0,L,2009.0,6.0,161.0,18.0,17.0,1.0,8.0,5.0,0.0,3.0,562.0,507.0,55.0,0.902135231316726,3.1338039314995765,-6.364519999999999,1053.0333333333,0.0,0.0,1.0,1.0,4.0,2.0,1.0,-1.0,2.963438954132599,0.0846492367,997.6666666667,489.0,53.0,0.9022140221402214,3.1874373538254863,5.0,0.29411764705882354,3.0,2.0,55.3666666667,18.0,2.0,0.9,2.1673690547849684,29.22,34.0,41.0,75.0,104.0,23.0,0.7788461538461539,212.0,22.0,246.0,10.0,0.8923309777927243,493.0,46.0,0.9066937119675457,61.0,8.0,0.8688524590163934,8.0,1.0,0.875,0.9004399336614238,1046.0,791.0,562.0,46.2,55.0,0.9474187380497132,0.9177935943060498,-8.799999999999997,0.4823529411764706,328.0,352.0,387.0,970.0,742.0,558.0,52.01,63.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,,UFA,1550000.0,1550000.0,114.86815865278447,3.0,0.0,0.0,3.0,2.6,,, 
49,Lack,Eddie,CAR,840.34,2.213389818406835,-0.6790100000000017,0.9215189873417722,0.9607097591888466,0.9048860759493671,6.57,789,595,395,37.57,31,103,20,0.8058252427184466,165,2,127,9,0.9276401700824468,34.17,37,48,85,0,2,2,806,590,423,37.01,26,38,51,1.856391460599281,0.5390781563126252,269,230,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Langhamer,Marek,ARI,7.39,0.0,0.153524,1.0,1.0,0.915,0.17,8,3,2,0.17,0,1,0,1.0,1,0,0,0,0.6387,37.08,0,0,0,0,0,0,5,4,4,0.18,0,0,0,0.0,0.2,1,4,1,Langhamer,Marek,ARI,1994-07-22,Moravska Trebova,,CZE,CZE,74.0,193.0,L,2012.0,7.0,184.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.875,3.8668098818391687,-0.30767999999999995,15.5166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6960257787310504,0.08771203970000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.5166666667,7.0,1.0,0.875,3.8668098818391687,34.16,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,0.9242,6.0,1.0,0.8333333333333334,1.0,0.0,1.0,1.0,0.0,1.0,0.8615000000000002,18.0,11.0,8.0,0.73,1.0,0.9444444444444444,0.90875,-0.27,0.3333333333333333,3.0,6.0,2.0,5.0,4.0,4.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RFA,673334.0,648333.0,88.93662728230089,,,,,0.0,,, 
51,Lehner,Robin,BUF,2718.53,2.4057119104810316,6.373285999999993,0.927478376580173,0.9587277546383945,0.9294876912840985,-3.019999999999996,2641,2030,1503,105.98,109,265,58,0.7811320754716982,756,11,482,40,0.9169380690088261,33.19,85,114,199,2,2,0,2379,1840,1371,109.08,92,87,131,2.03050913545188,0.4765533411488863,813,893,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Lehtonen,Kari,DAL,2559.68,2.179959994999375,2.1848799999999926,0.925,0.9627851140456183,0.9052903225806451,24.439999999999998,2499,1783,1240,117.44,93,296,50,0.8310810810810811,497,12,447,31,0.9284969936281331,32.37,111,122,233,2,3,1,2458,1790,1293,112.12,101,101,119,2.367483435429429,0.4634864546525324,787,911,934,Lehtonen,Kari,DAL,1983-11-16,Helsinki,,FIN,FIN,76.0,190.0,L,2002.0,1.0,2.0,59.0,52.0,7.0,22.0,25.0,0.0,7.0,1546.0,1395.0,151.0,0.9023285899094438,2.8516122940371083,-17.209159999999997,3177.15,3.0,0.0,1.0,1.0,4.0,2.0,5.0,3.0,2.8102544733487558,0.08573541450000001,2922.2166666667,1278.0,140.0,0.9012693935119888,2.874530179715138,27.0,0.5192307692307693,12.0,7.0,254.9333333333,117.0,11.0,0.9140625,2.5889121338915517,30.88,140.0,136.0,276.0,410.0,84.0,0.7951219512195122,587.0,51.0,550.0,16.0,0.9070555858833484,1293.0,103.0,0.9203402938901779,211.0,41.0,0.8056872037914692,42.0,7.0,0.8333333333333334,0.9015997826429591,3061.0,2214.0,1547.0,155.63,151.0,0.9506697157791572,0.89939883645766,4.6299999999999955,0.4729241877256318,1048.0,1168.0,1059.0,3010.0,2218.0,1592.0,148.81,143.0,122.0,134.0,11.0,5.0,0.5454545454545454,1.0,2.0,M-NTC,UFA,6000000.0,5900000.0,114.64992209999528,5.0,3.0,3.0,11.0,7.1,,, 
53,Leighton,Michael,CAR,168.49,3.9171464181850553,-5.549898000000001,0.8450704225352113,0.9256756756756757,0.897887323943662,-3.75,148,102,71,7.25,11,20,5,0.75,23,1,28,5,0.8634549689440993,28.29,10,7,17,0,0,0,158,118,94,8.59,9,11,6,3.204937978515045,0.6233766233766234,48,29,61,Leighton,Michael,CAR,1981-05-19,Petrolia,ON,CAN,CAN,75.0,186.0,L,1999.0,6.0,165.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,92.0,80.0,12.0,0.8695652173913043,3.423951811049128,-4.03832,210.2833333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.027344059602604,0.0853058233,175.6833333333,67.0,9.0,0.881578947368421,3.073712171521312,1.0,0.3333333333333333,1.0,0.0,34.6,13.0,3.0,0.8125,5.202312138728324,28.21,12.0,7.0,19.0,23.0,6.0,0.7391304347826086,39.0,5.0,30.0,1.0,0.8763098104793756,73.0,11.0,0.8493150684931507,18.0,1.0,0.9444444444444444,1.0,0.0,1.0,0.8666697108066972,188.0,131.0,92.0,9.1,12.0,0.9361702127659575,0.9010869565217391,-2.9000000000000004,0.6071428571428571,68.0,44.0,72.0,192.0,142.0,112.0,10.61,13.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,,UFA,700000.0,700000.0,108.4251406832224,1.0,0.0,0.0,1.0,0.1,,, 
54,Lindgren,Charlie,MTL,111.02,1.6213294901819493,1.0683860000000003,0.9433962264150944,0.9634146341463414,0.9205660377358491,1.21,82,70,53,4.21,3,9,1,0.8888888888888888,21,0,23,2,0.9447714975845412,33.07,2,4,6,0,0,0,93,72,52,5.31,4,6,3,2.161772653575932,0.4461538461538462,29,36,33,Lindgren,Charlie,MTL,1993-12-18,Lakeville,MN,USA,USA,74.0,190.0,R,,,,2.0,2.0,0.0,2.0,0.0,0.0,0.0,59.0,56.0,3.0,0.9491525423728814,1.4790468364831553,2.1058600000000007,121.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23911257189811,0.0788003555,121.7,56.0,3.0,0.9491525423728814,1.4790468364831553,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.03,2.0,4.0,6.0,10.0,1.0,0.9,26.0,2.0,23.0,0.0,0.9467615384615385,54.0,3.0,0.9444444444444444,1.0,0.0,1.0,4.0,0.0,1.0,0.9538333333333334,93.0,80.0,59.0,4.87,3.0,0.967741935483871,0.9174576271186441,1.87,0.4383561643835616,32.0,41.0,34.0,104.0,82.0,61.0,6.57,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,RFA,925000.0,925000.0,97.1240755957272,0.0,0.0,1.0,1.0,0.6000000000000001,,, 
55,Lundqvist,Henrik,NYR,2618.15,2.5208639688329546,-6.6015859999999975,0.9183370452858204,0.9571817827948618,0.9134818114328136,6.540000000000006,2569,1885,1347,116.54,110,316,54,0.8291139240506329,564,11,467,45,0.920287033798912,29.41,80,139,219,0,6,6,2303,1725,1204,107.99,116,75,116,2.6583656398602065,0.49560853199498117,790,804,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Luongo,Roberto,FLA,1762.9,2.722786317998752,-7.843720000000005,0.9148936170212766,0.9495268138801262,0.9213191489361702,-6.040000000000006,1585,1228,940,73.96,80,186,44,0.7634408602150538,386,8,368,28,0.9130193040305019,32.85,70,76,146,1,4,3,1634,1241,897,66.33,59,44,72,2.0080549095240796,0.5146927871772039,578,545,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Markstrom,Jacob,VAN,1098.48,2.348700021848372,-2.239378000000002,0.9190207156308852,0.955067920585162,0.9151035781544257,2.0799999999999983,957,731,531,45.08,43,118,26,0.7796610169491526,194,4,219,13,0.9225838085048155,30.62,30,36,66,1,0,-1,924,708,519,41.17,37,25,42,2.0209744374044134,0.5566860465116279,383,305,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Martin,Spencer,COL,147.04,4.080522306855277,-4.242850000000001,0.8666666666666667,0.9253731343283582,0.9112,-3.34,134,101,75,6.66,10,10,3,0.7,8,0,57,7,0.8913398245614035,13.24,2,3,5,0,0,0,142,102,74,6.15,3,2,9,1.2241566920565834,0.5113636363636364,45,43,52,Martin,Spencer,COL,1995-06-08,Oakville,ON,CAN,CAN,75.0,210.0,L,2013.0,3.0,63.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,96.0,83.0,13.0,0.8645833333333334,4.347018391232463,-4.692159999999999,179.4333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2771688649456205,0.0808690126,179.4333333333,83.0,13.0,0.8645833333333334,4.347018391232463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,5.0,4.0,9.0,17.0,3.0,0.8235294117647058,70.0,10.0,9.0,0.0,0.9033193277310925,79.0,11.0,0.8607594936708861,15.0,2.0,0.8666666666666667,2.0,0.0,1.0,0.8648244725738398,169.0,130.0,96.0,9.64,13.0,0.9230769230769231,0.8995833333333333,-3.3599999999999994,0.5,55.0,55.0,57.0,160.0,112.0,79.0,6.81,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,,RFA,742500.0,728333.0,110.01300390119079,,,,,0.0,,, 
59,Mason,Steve,PHI,2486.34,2.437317502835493,-6.813026000000008,0.9176854115729421,0.9572577232331781,0.9162347188264058,1.7800000000000011,2363,1687,1227,102.78,101,258,60,0.7674418604651163,551,8,418,33,0.9154772190098341,35.53,109,143,252,0,2,2,2373,1699,1193,92.71,91,90,134,2.1959989381983154,0.5232558139534884,765,697,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Mazanec,Marek,NSH,152.02,3.55216418892251,-3.8569460000000007,0.8656716417910448,0.9302325581395349,0.9098507462686567,-2.96,129,103,67,6.04,9,18,6,0.6666666666666667,30,0,19,3,0.8715192982456141,46.03,1,10,11,0,0,0,169,130,93,8.15,5,8,9,1.9734245494013944,0.5473684210526316,52,43,59,Mazanec,Marek,NSH,1991-07-18,Pisek,,CZE,CZE,76.0,187.0,R,2012.0,6.0,179.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,87.0,73.0,14.0,0.8390804597701149,4.730173627405862,-6.471019999999999,177.5833333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.2671984983581916,0.089142817,118.4333333333,48.0,11.0,0.8135593220338984,5.572755417958224,0.0,0.0,2.0,0.0,59.15,25.0,3.0,0.8928571428571429,3.043110735418428,42.61,1.0,12.0,13.0,24.0,9.0,0.625,30.0,5.0,33.0,0.0,0.847125,68.0,9.0,0.8676470588235294,17.0,4.0,0.7647058823529411,2.0,1.0,0.5,0.8441617647058824,158.0,127.0,87.0,8.22,14.0,0.9113924050632911,0.9055172413793103,-5.779999999999999,0.5299145299145299,62.0,55.0,62.0,193.0,148.0,103.0,9.67,7.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,RFA,575000.0,575000.0,118.59221022996125,,,,,-0.2,,, 
61,McElhinney,Curtis,"CBJ, TOR",900.25,2.33268536517634,1.8457599999999985,0.9270833333333334,0.9594907407407407,0.915625,5.5,864,672,480,40.5,35,113,17,0.8495575221238938,217,6,150,12,0.9271216147791689,36.32,34,36,70,0,1,1,954,717,481,43.14,34,31,44,2.266037211885587,0.5458937198067633,339,282,301,McElhinney,Curtis,"CBJ, TOR",1983-05-23,London,ON,CAN,CAN,75.0,200.0,L,2002.0,6.0,176.0,21.0,15.0,6.0,8.0,8.0,0.0,2.0,616.0,565.0,51.0,0.9172077922077922,2.6968668752478737,2.308640000000004,1134.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1373551315383597,0.084356847,907.3333333333,479.0,38.0,0.9264990328820116,2.512858192505603,9.0,0.6,0.0,0.0,227.3166666667,86.0,13.0,0.8686868686868687,3.431336608255234,34.83,42.0,43.0,85.0,161.0,23.0,0.8571428571428572,209.0,21.0,246.0,7.0,0.9167745722399125,512.0,37.0,0.927734375,96.0,13.0,0.8645833333333334,8.0,1.0,0.875,0.9173014322916666,1106.0,856.0,616.0,56.25,51.0,0.953887884267631,0.908685064935065,5.25,0.5222772277227723,422.0,386.0,343.0,1163.0,877.0,597.0,59.33,46.0,44.0,51.0,5.0,1.0,0.8,2.0,0.0,,UFA,800000.0,800000.0,119.98413607720441,3.0,1.0,2.0,6.0,3.9,,, 
62,McIntyre,Zane,BOS,267.36,3.5906642728904847,-6.942084000000001,0.864406779661017,0.9282511210762332,0.9246610169491525,-7.109999999999999,223,158,118,8.89,16,25,10,0.6,56,1,37,5,0.8578771042471043,42.8,3,13,16,0,0,0,296,222,158,12.52,9,7,26,2.0197486535008977,0.5900621118012422,95,66,102,McIntyre,Zane,BOS,1992-08-20,Grand Forks,ND,USA,USA,74.0,206.0,L,2010.0,6.0,165.0,8.0,3.0,5.0,0.0,4.0,0.0,1.0,155.0,133.0,22.0,0.8580645161290322,3.9685323445403653,-8.5863,332.6166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94392944831358,0.0918730926,180.6666666667,72.0,12.0,0.8571428571428571,3.9852398523977888,0.0,0.0,1.0,0.0,151.95,61.0,10.0,0.8591549295774648,3.948667324777888,38.14,7.0,16.0,23.0,37.0,12.0,0.6756756756756757,53.0,9.0,65.0,1.0,0.8520968187345547,121.0,17.0,0.859504132231405,28.0,4.0,0.8571428571428572,6.0,1.0,0.8333333333333334,0.8585574576938214,290.0,206.0,155.0,13.4,22.0,0.9241379310344827,0.9135483870967742,-8.6,0.5545454545454546,122.0,98.0,112.0,366.0,274.0,199.0,16.32,13.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,,RFA,925000.0,925000.0,118.33441900083999,,,,,-0.1,,, 
63,Miller,Ryan,VAN,2646.83,2.357537129320735,4.618229999999997,0.9265017667844523,0.9579458147998382,0.9191943462897526,10.340000000000003,2473,1897,1415,114.34,104,309,56,0.8187702265372168,572,14,534,34,0.9277709271093256,30.48,79,110,189,0,1,1,2256,1622,1197,95.7,83,72,101,1.8814959782078942,0.4811985898942421,819,883,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Montoya,Al,MTL,906.51,2.3827646688949926,-1.2268140000000045,0.9205298013245033,0.9546599496221663,0.9182781456953643,1.0200000000000031,794,609,453,37.02,36,98,14,0.8571428571428572,197,4,158,18,0.9196076959087948,31.06,31,43,74,0,0,0,873,625,449,38.01,32,30,49,2.1180130390177716,0.5179153094462541,318,296,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Mrazek,Petr,DET,2200.09,2.536259880277625,-7.333607999999998,0.9166666666666666,0.9532193158953722,0.9160125448028674,0.730000000000004,1988,1530,1116,93.73,93,254,47,0.8149606299212598,432,9,430,37,0.9204157916742965,29.88,55,84,139,1,2,1,1865,1447,1026,85.96,82,47,83,2.2362721525028517,0.5236280487804879,687,625,754,Mrazek,Petr,DET,1992-02-14,Ostrava,,CZE,CZE,74.0,183.0,L,2010.0,5.0,141.0,50.0,44.0,6.0,18.0,21.0,0.0,9.0,1462.0,1317.0,145.0,0.9008207934336525,3.0446016646155103,-18.47851999999999,2857.5166666667,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.4640276230526217,0.08743468010000001,2609.0833333333,1222.0,131.0,0.9031781226903178,3.0125523012552686,19.0,0.4318181818181818,9.0,2.0,248.4333333333,95.0,14.0,0.8715596330275229,3.38118878304084,29.44,76.0,99.0,175.0,354.0,71.0,0.7994350282485876,583.0,59.0,484.0,12.0,0.9042083440152022,1225.0,109.0,0.9110204081632653,211.0,31.0,0.8530805687203792,26.0,5.0,0.8076923076923077,0.900184645293772,2509.0,1936.0,1421.0,128.08,142.0,0.9434037465125548,0.9098662913441239,-13.919999999999987,0.52,923.0,852.0,885.0,2334.0,1806.0,1285.0,117.35,115.0,64.0,91.0,30.0,4.0,0.8666666666666667,6.0,0.0,,RFA,3850000.0,4000000.0,101.68969559815805,3.0,4.0,6.0,13.0,6.5,,, 
66,Murray,Matt,PIT,2174.15,2.01458041073523,12.436105999999995,0.9344115004492363,0.9656793606017866,0.9127942497753818,24.060000000000002,2127,1512,1113,97.06,73,274,46,0.8321167883211679,447,6,392,21,0.9389706262990671,31.87,109,88,197,0,3,3,2108,1603,1206,109.64,114,105,89,3.146057079778304,0.5105189340813464,728,698,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Nedeljkovic,Alex,CAR,19.5,0.0,1.228192,1.0,1.0,0.913125,1.39,24,21,16,1.39,0,0,0,0.0,0,0,16,0,0.3613,0.0,0,2,2,0,0,0,20,13,10,0.86,0,2,0,0.0,0.6666666666666666,10,5,8,Nedeljkovic,Alex,CAR,1996-01-07,Parma,OH,USA,USA,72.0,198.0,L,2014.0,2.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,1.0,0.0,1.4711800000000002,29.95,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-1.0,2.1235392320534228,0.0940339787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.95,17.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.384,16.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9770000000000001,27.0,23.0,17.0,1.53,0.0,1.0,0.91,1.53,0.5909090909090909,13.0,9.0,8.0,24.0,16.0,11.0,1.06,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,102.17028380634392,,,,,0.30000000000000004,,, 
68,Neuvirth,Michal,PHI,1080.96,2.553285968028419,-9.921860000000002,0.902127659574468,0.9531090723751274,0.9170425531914894,-7.009999999999998,981,668,470,38.99,46,103,24,0.7669902912621359,193,10,174,12,0.903159140732466,37.82,38,60,98,1,0,-1,1126,796,571,44.15,27,41,56,1.4986678507992894,0.5426136363636364,382,322,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Niemi,Antti,DAL,1352.74,2.7056197051909456,-9.646222000000002,0.9088191330343797,0.9544776119402985,0.9138565022421524,-3.3699999999999974,1340,960,669,57.63,61,144,31,0.7847222222222222,304,7,221,23,0.9064922463351063,35.3,66,60,126,0,1,1,1395,1026,678,59.52,49,52,66,2.1733666484320713,0.47125140924464487,418,469,510,Niemi,Antti,DAL,1983-08-29,Vantaa,,FIN,FIN,74.0,215.0,L,,,,37.0,30.0,7.0,12.0,12.0,0.0,4.0,880.0,785.0,95.0,0.8920454545454546,3.29765692797223,-18.844799999999992,1728.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.9428984668787965,0.0892051978,1532.4833333333,723.0,84.0,0.895910780669145,3.28877964958843,14.0,0.4666666666666667,7.0,7.0,196.0166666667,62.0,11.0,0.8493150684931506,3.367060624096018,33.24,92.0,76.0,168.0,218.0,50.0,0.7706422018348624,308.0,36.0,355.0,9.0,0.8911506342475202,710.0,68.0,0.9042253521126761,140.0,23.0,0.8357142857142857,30.0,4.0,0.8666666666666667,0.893358886653253,1732.0,1257.0,881.0,85.08,95.0,0.9451501154734411,0.903427922814983,-9.920000000000002,0.4683860232945091,563.0,639.0,583.0,1731.0,1296.0,851.0,84.78,76.0,66.0,72.0,0.0,0.0,0.0,0.0,0.0,NTC,UFA,4500000.0,4500000.0,120.20827306913509,5.0,2.0,0.0,7.0,3.0,,, 
